batter,bowling_team,runs,balls,dismissals,fours,sixes,strike_rate,average
CR Brathwaite,Royal Challengers Bengaluru,2,7,7,0,0,28.57142857142857,0.2857142857142857
CR Brathwaite,Sunrisers Hyderabad,10,7,8,2,0,142.85714285714286,1.25
CR Woakes,Delhi Capitals,3,5,5,0,0,60.0,0.6
CR Woakes,Kolkata Knight Riders,5,5,5,1,0,100.0,1.0
CR Woakes,Mumbai Indians,20,19,19,0,1,105.26315789473684,1.0526315789473684
CR Woakes,Punjab Kings,9,8,8,0,1,112.5,1.125
CR Woakes,Rajasthan Royals,15,12,12,2,0,125.0,1.25
CR Woakes,Rising Pune Supergiants,1,3,3,0,0,33.33333333333333,0.3333333333333333
CR Woakes,Royal Challengers Bengaluru,18,21,21,3,0,85.71428571428571,0.8571428571428571
CR Woakes,Sunrisers Hyderabad,7,4,4,1,0,175.0,1.75
CRD Fernando,Chennai Super Kings,2,2,2,0,0,100.0,1.0
CRD Fernando,Punjab Kings,2,1,1,0,0,200.0,2.0
CV Varun,Chennai Super Kings,1,5,5,0,0,20.0,0.2
CV Varun,Delhi Capitals,3,8,10,0,0,37.5,0.3
CV Varun,Punjab Kings,2,4,4,0,0,50.0,0.5
CV Varun,Rajasthan Royals,1,1,1,0,0,100.0,1.0
CV Varun,Royal Challengers Bengaluru,19,29,30,2,0,65.51724137931035,0.6333333333333333
CV Varun,Sunrisers Hyderabad,0,1,1,0,0,0.0,0.0
D Brevis,Chennai Super Kings,4,7,7,0,0,57.14285714285714,0.5714285714285714
D Brevis,Delhi Capitals,37,33,34,1,3,112.12121212121211,1.088235294117647
D Brevis,Gujarat Titans,103,61,61,6,8,168.85245901639345,1.6885245901639345
D Brevis,Kolkata Knight Riders,122,73,77,10,8,167.12328767123287,1.5844155844155845
D Brevis,Lucknow Super Giants,57,38,41,7,3,150.0,1.3902439024390243
D Brevis,Punjab Kings,81,51,53,6,6,158.8235294117647,1.528301886792453
D Brevis,Rajasthan Royals,42,26,28,2,3,161.53846153846155,1.5
D Brevis,Royal Challengers Bengaluru,8,12,12,1,0,66.66666666666666,0.6666666666666666
D Brevis,Sunrisers Hyderabad,42,25,25,1,4,168.0,1.68
D Ferreira,Delhi Capitals,1,3,3,0,0,33.33333333333333,0.3333333333333333
D Ferreira,Gujarat Titans,2,6,6,0,0,33.33333333333333,0.3333333333333333
D Ferreira,Punjab Kings,7,8,8,0,0,87.5,0.875
D Ferreira,Sunrisers Hyderabad,69,44,45,8,3,156.8181818181818,1.5333333333333334
D Kalyankrishna,Punjab Kings,3,8,8,0,0,37.5,0.375
D Padikkal,Chennai Super Kings,334,245,259,31,12,136.32653061224488,1.2895752895752897
D Padikkal,Delhi Capitals,177,143,150,21,4,123.77622377622377,1.18
D Padikkal,Gujarat Titans,79,78,80,7,4,101.28205128205127,0.9875
D Padikkal,Kolkata Knight Riders,161,139,141,18,2,115.8273381294964,1.1418439716312057
D Padikkal,Lucknow Super Giants,104,79,83,15,2,131.64556962025316,1.2530120481927711
D Padikkal,Mumbai Indians,189,138,142,23,6,136.95652173913044,1.3309859154929577
D Padikkal,Punjab Kings,239,187,194,22,11,127.80748663101605,1.231958762886598
D Padikkal,Rajasthan Royals,325,216,231,35,11,150.46296296296296,1.406926406926407
D Padikkal,Royal Challengers Bengaluru,115,97,103,10,4,118.55670103092784,1.116504854368932
D Padikkal,Sunrisers Hyderabad,218,181,187,26,6,120.44198895027624,1.1657754010695187
D Pretorius,Lucknow Super Giants,0,1,1,0,0,0.0,0.0
D Pretorius,Mumbai Indians,22,14,14,2,1,157.14285714285714,1.5714285714285714
D Pretorius,Punjab Kings,9,5,5,0,1,180.0,1.8
D Pretorius,Royal Challengers Bengaluru,13,8,8,1,1,162.5,1.625
D Salunkhe,Delhi Capitals,26,20,20,4,0,130.0,1.3
D Salunkhe,Punjab Kings,6,3,3,1,0,200.0,2.0
D Salunkhe,Sunrisers Hyderabad,1,1,1,0,0,100.0,1.0
D Wiese,Chennai Super Kings,52,43,45,4,2,120.93023255813952,1.1555555555555554
D Wiese,Delhi Capitals,5,4,4,0,0,125.0,1.25
D Wiese,Gujarat Titans,8,6,6,0,1,133.33333333333331,1.3333333333333333
D Wiese,Kolkata Knight Riders,9,7,8,0,0,128.57142857142858,1.125
D Wiese,Mumbai Indians,47,25,25,6,2,188.0,1.88
D Wiese,Punjab Kings,4,5,5,0,0,80.0,0.8
D Wiese,Rajasthan Royals,11,8,9,2,0,137.5,1.2222222222222223
D Wiese,Royal Challengers Bengaluru,12,3,3,0,2,400.0,4.0
D du Preez,Rajasthan Royals,10,13,13,0,0,76.92307692307693,0.7692307692307693
DA Miller,Chennai Super Kings,422,303,315,37,16,139.27392739273927,1.3396825396825396
DA Miller,Delhi Capitals,540,428,444,43,19,126.16822429906543,1.2162162162162162
DA Miller,Gujarat Titans,48,31,33,3,3,154.83870967741936,1.4545454545454546
DA Miller,Kolkata Knight Riders,288,224,229,20,12,128.57142857142858,1.25764192139738
DA Miller,Lucknow Super Giants,83,69,71,4,4,120.28985507246377,1.1690140845070423
DA Miller,Mumbai Indians,448,316,328,33,20,141.77215189873417,1.3658536585365855
DA Miller,Other,126,78,80,8,6,161.53846153846155,1.575
DA Miller,Punjab Kings,68,68,70,5,1,100.0,0.9714285714285714
DA Miller,Rajasthan Royals,389,238,244,20,25,163.4453781512605,1.5942622950819672
DA Miller,Rising Pune Supergiants,44,38,38,2,2,115.78947368421053,1.1578947368421053
DA Miller,Royal Challengers Bengaluru,386,247,264,33,19,156.2753036437247,1.4621212121212122
DA Miller,Sunrisers Hyderabad,314,233,238,20,15,134.76394849785407,1.319327731092437
DA Payne,Royal Challengers Bengaluru,6,5,5,0,0,120.0,1.2
DA Warner,Chennai Super Kings,696,523,535,67,23,133.07839388145314,1.3009345794392524
DA Warner,Delhi Capitals,450,352,358,41,12,127.84090909090908,1.2569832402234637
DA Warner,Gujarat Titans,39,34,38,7,0,114.70588235294117,1.0263157894736843
DA Warner,Kolkata Knight Riders,1093,754,776,113,41,144.96021220159153,1.4085051546391754
DA Warner,Lucknow Super Giants,71,73,76,8,0,97.26027397260275,0.9342105263157895
DA Warner,Mumbai Indians,727,537,557,71,26,135.38175046554935,1.3052064631956912
DA Warner,Other,470,310,318,49,17,151.61290322580646,1.4779874213836477
DA Warner,Punjab Kings,1134,786,814,124,42,144.27480916030535,1.393120393120393
DA Warner,Rajasthan Royals,583,455,468,61,12,128.13186813186815,1.2457264957264957
DA Warner,Rising Pune Supergiants,94,92,95,7,3,102.17391304347827,0.9894736842105263
DA Warner,Royal Challengers Bengaluru,862,538,556,81,44,160.22304832713755,1.5503597122302157
DA Warner,Sunrisers Hyderabad,348,248,258,34,16,140.3225806451613,1.3488372093023255
DAJ Bracewell,Royal Challengers Bengaluru,12,9,9,1,0,133.33333333333331,1.3333333333333333
DB Das,Chennai Super Kings,76,61,62,5,5,124.59016393442623,1.2258064516129032
DB Das,Delhi Capitals,37,38,41,1,3,97.36842105263158,0.9024390243902439
DB Das,Mumbai Indians,64,48,49,9,3,133.33333333333331,1.3061224489795917
DB Das,Other,23,24,25,1,1,95.83333333333334,0.92
DB Das,Punjab Kings,41,35,35,4,1,117.14285714285715,1.1714285714285715
DB Das,Rajasthan Royals,54,47,47,2,3,114.89361702127661,1.148936170212766
DB Das,Sunrisers Hyderabad,9,8,8,1,0,112.5,1.125
DB Ravi Teja,Chennai Super Kings,40,30,33,4,1,133.33333333333331,1.2121212121212122
DB Ravi Teja,Delhi Capitals,38,48,49,3,1,79.16666666666666,0.7755102040816326
DB Ravi Teja,Kolkata Knight Riders,64,52,53,6,1,123.07692307692308,1.2075471698113207
DB Ravi Teja,Mumbai Indians,55,46,46,4,3,119.56521739130434,1.1956521739130435
DB Ravi Teja,Other,42,36,37,5,0,116.66666666666667,1.135135135135135
DB Ravi Teja,Punjab Kings,80,62,64,7,2,129.03225806451613,1.25
DB Ravi Teja,Rajasthan Royals,41,31,31,4,1,132.25806451612902,1.3225806451612903
DB Ravi Teja,Royal Challengers Bengaluru,15,12,12,2,0,125.0,1.25
DE Bollinger,Delhi Capitals,16,14,14,1,1,114.28571428571428,1.1428571428571428
DE Bollinger,Mumbai Indians,3,6,6,0,0,50.0,0.5
DE Bollinger,Sunrisers Hyderabad,2,3,3,0,0,66.66666666666666,0.6666666666666666
DG Nalkande,Chennai Super Kings,0,1,1,0,0,0.0,0.0
DG Nalkande,Lucknow Super Giants,12,11,11,0,1,109.09090909090908,1.0909090909090908
DH Yagnik,Chennai Super Kings,25,29,29,3,0,86.20689655172413,0.8620689655172413
DH Yagnik,Kolkata Knight Riders,26,17,17,3,1,152.94117647058823,1.5294117647058822
DH Yagnik,Mumbai Indians,81,58,62,11,1,139.6551724137931,1.3064516129032258
DH Yagnik,Other,12,8,8,2,0,150.0,1.5
DH Yagnik,Punjab Kings,10,9,10,1,0,111.11111111111111,1.0
DH Yagnik,Royal Challengers Bengaluru,7,9,9,1,0,77.77777777777779,0.7777777777777778
DH Yagnik,Sunrisers Hyderabad,9,7,7,2,0,128.57142857142858,1.2857142857142858
DJ Bravo,Chennai Super Kings,47,38,39,4,2,123.6842105263158,1.205128205128205
DJ Bravo,Delhi Capitals,138,115,120,8,6,120.0,1.15
DJ Bravo,Kolkata Knight Riders,148,134,136,14,4,110.44776119402985,1.088235294117647
DJ Bravo,Lucknow Super Giants,1,1,1,0,0,100.0,1.0
DJ Bravo,Mumbai Indians,317,234,241,23,19,135.47008547008548,1.3153526970954357
DJ Bravo,Other,18,14,15,1,1,128.57142857142858,1.2
DJ Bravo,Punjab Kings,210,179,188,15,11,117.31843575418995,1.1170212765957446
DJ Bravo,Rajasthan Royals,215,138,146,24,4,155.79710144927537,1.4726027397260273
DJ Bravo,Rising Pune Supergiants,29,16,17,4,1,181.25,1.7058823529411764
DJ Bravo,Royal Challengers Bengaluru,166,125,128,8,8,132.8,1.296875
DJ Bravo,Sunrisers Hyderabad,271,210,216,19,10,129.04761904761907,1.2546296296296295
DJ Harris,Chennai Super Kings,15,14,14,3,0,107.14285714285714,1.0714285714285714
DJ Harris,Delhi Capitals,19,17,17,4,0,111.76470588235294,1.1176470588235294
DJ Harris,Punjab Kings,30,29,30,2,1,103.44827586206897,1.0
DJ Harris,Royal Challengers Bengaluru,47,41,42,2,4,114.6341463414634,1.119047619047619
DJ Hooda,Chennai Super Kings,157,117,123,10,7,134.18803418803418,1.2764227642276422
DJ Hooda,Delhi Capitals,219,174,182,12,8,125.86206896551724,1.2032967032967032
DJ Hooda,Gujarat Titans,95,80,81,9,2,118.75,1.1728395061728396
DJ Hooda,Kolkata Knight Riders,124,113,114,7,6,109.73451327433628,1.087719298245614
DJ Hooda,Mumbai Indians,221,185,192,12,7,119.45945945945947,1.1510416666666667
DJ Hooda,Other,22,21,21,2,0,104.76190476190477,1.0476190476190477
DJ Hooda,Punjab Kings,168,108,112,11,9,155.55555555555557,1.5
DJ Hooda,Rajasthan Royals,227,143,146,21,10,158.74125874125875,1.5547945205479452
DJ Hooda,Rising Pune Supergiants,34,24,24,2,3,141.66666666666669,1.4166666666666667
DJ Hooda,Royal Challengers Bengaluru,117,114,120,5,5,102.63157894736842,0.975
DJ Hooda,Sunrisers Hyderabad,113,94,98,7,5,120.2127659574468,1.153061224489796
DJ Hussey,Chennai Super Kings,82,73,74,8,2,112.32876712328768,1.1081081081081081
DJ Hussey,Delhi Capitals,146,139,141,8,7,105.03597122302158,1.0354609929078014
DJ Hussey,Kolkata Knight Riders,90,100,102,3,1,90.0,0.8823529411764706
DJ Hussey,Mumbai Indians,203,155,161,17,9,130.96774193548387,1.2608695652173914
DJ Hussey,Other,51,48,50,3,2,106.25,1.02
DJ Hussey,Punjab Kings,98,70,71,7,5,140.0,1.380281690140845
DJ Hussey,Rajasthan Royals,125,108,110,12,3,115.74074074074075,1.1363636363636365
DJ Hussey,Royal Challengers Bengaluru,205,158,163,13,10,129.74683544303798,1.2576687116564418
DJ Hussey,Sunrisers Hyderabad,322,224,229,19,21,143.75,1.4061135371179039
DJ Jacobs,Delhi Capitals,1,16,16,0,0,6.25,0.0625
DJ Jacobs,Other,12,21,22,1,0,57.14285714285714,0.5454545454545454
DJ Jacobs,Punjab Kings,10,10,10,2,0,100.0,1.0
DJ Jacobs,Rajasthan Royals,15,15,16,0,1,100.0,0.9375
DJ Jacobs,Royal Challengers Bengaluru,22,16,17,2,2,137.5,1.2941176470588236
DJ Jacobs,Sunrisers Hyderabad,32,20,20,5,1,160.0,1.6
DJ Malan,Delhi Capitals,26,26,26,1,1,100.0,1.0
DJ Mitchell,Delhi Capitals,34,26,26,1,2,130.76923076923077,1.3076923076923077
DJ Mitchell,Gujarat Titans,87,54,54,9,3,161.11111111111111,1.6111111111111112
DJ Mitchell,Kolkata Knight Riders,25,19,20,1,1,131.57894736842107,1.25
DJ Mitchell,Lucknow Super Giants,11,10,10,1,0,110.00000000000001,1.1
DJ Mitchell,Mumbai Indians,34,34,37,2,0,100.0,0.918918918918919
DJ Mitchell,Punjab Kings,31,20,20,2,1,155.0,1.55
DJ Mitchell,Rajasthan Royals,22,13,14,4,0,169.23076923076923,1.5714285714285714
DJ Mitchell,Royal Challengers Bengaluru,42,48,50,0,2,87.5,0.84
DJ Mitchell,Sunrisers Hyderabad,65,43,43,8,1,151.1627906976744,1.5116279069767442
DJ Muthuswami,Royal Challengers Bengaluru,1,3,3,0,0,33.33333333333333,0.3333333333333333
DJ Thornely,Delhi Capitals,30,24,24,2,2,125.0,1.25
DJ Thornely,Kolkata Knight Riders,1,6,6,0,0,16.666666666666664,0.16666666666666666
DJ Thornely,Royal Challengers Bengaluru,0,5,6,0,0,0.0,0.0
DJ Thornely,Sunrisers Hyderabad,8,18,18,0,0,44.44444444444444,0.4444444444444444
DJ Willey,Kolkata Knight Riders,49,58,60,6,0,84.48275862068965,0.8166666666666667
DJ Willey,Rajasthan Royals,4,4,4,1,0,100.0,1.0
DJG Sammy,Chennai Super Kings,49,33,34,4,3,148.4848484848485,1.4411764705882353
DJG Sammy,Delhi Capitals,18,20,20,0,1,90.0,0.9
DJG Sammy,Kolkata Knight Riders,60,56,57,1,5,107.14285714285714,1.0526315789473684
DJG Sammy,Mumbai Indians,11,5,7,1,1,220.00000000000003,1.5714285714285714
DJG Sammy,Punjab Kings,15,14,14,0,1,107.14285714285714,1.0714285714285714
DJG Sammy,Rajasthan Royals,118,92,97,9,5,128.26086956521738,1.2164948453608246
DJG Sammy,Royal Challengers Bengaluru,18,12,13,0,2,150.0,1.3846153846153846
DJG Sammy,Sunrisers Hyderabad,6,9,9,0,0,66.66666666666666,0.6666666666666666
DJM Short,Delhi Capitals,50,28,28,3,4,178.57142857142858,1.7857142857142858
DJM Short,Kolkata Knight Riders,44,43,43,5,1,102.32558139534885,1.0232558139534884
DJM Short,Mumbai Indians,4,5,6,1,0,80.0,0.6666666666666666
DJM Short,Punjab Kings,2,2,2,0,0,100.0,1.0
DJM Short,Royal Challengers Bengaluru,11,17,18,1,0,64.70588235294117,0.6111111111111112
DJM Short,Sunrisers Hyderabad,4,4,5,1,0,100.0,0.8
DL Chahar,Chennai Super Kings,28,15,15,2,2,186.66666666666666,1.8666666666666667
DL Chahar,Delhi Capitals,16,10,10,0,2,160.0,1.6
DL Chahar,Gujarat Titans,8,8,8,1,0,100.0,1.0
DL Chahar,Kolkata Knight Riders,1,1,1,0,0,100.0,1.0
DL Chahar,Lucknow Super Giants,1,1,1,0,0,100.0,1.0
DL Chahar,Mumbai Indians,7,15,16,1,0,46.666666666666664,0.4375
DL Chahar,Punjab Kings,39,20,21,1,3,195.0,1.8571428571428572
DL Chahar,Rajasthan Royals,6,5,5,1,0,120.0,1.2
DL Chahar,Royal Challengers Bengaluru,5,6,6,0,0,83.33333333333334,0.8333333333333334
DL Chahar,Sunrisers Hyderabad,12,8,8,0,1,150.0,1.5
DL Vettori,Chennai Super Kings,3,4,4,0,0,75.0,0.75
DL Vettori,Delhi Capitals,21,23,26,1,1,91.30434782608695,0.8076923076923077
DL Vettori,Kolkata Knight Riders,36,22,24,5,1,163.63636363636365,1.5
DL Vettori,Punjab Kings,5,9,9,0,0,55.55555555555556,0.5555555555555556
DL Vettori,Rajasthan Royals,30,30,30,3,0,100.0,1.0
DL Vettori,Royal Challengers Bengaluru,23,19,19,2,0,121.05263157894737,1.2105263157894737
DL Vettori,Sunrisers Hyderabad,3,6,6,0,0,50.0,0.5
DM Bravo,Rising Pune Supergiants,6,5,5,1,0,120.0,1.2
DNT Zoysa,Mumbai Indians,10,7,7,1,0,142.85714285714286,1.4285714285714286
DNT Zoysa,Punjab Kings,1,2,2,0,0,50.0,0.5
DP Conway,Delhi Capitals,197,128,133,21,8,153.90625,1.481203007518797
DP Conway,Gujarat Titans,145,109,114,14,4,133.0275229357798,1.2719298245614035
DP Conway,Kolkata Knight Riders,101,89,89,9,3,113.48314606741575,1.1348314606741574
DP Conway,Lucknow Super Giants,47,29,30,5,2,162.06896551724137,1.5666666666666667
DP Conway,Mumbai Indians,44,47,48,4,0,93.61702127659575,0.9166666666666666
DP Conway,Punjab Kings,161,101,107,22,3,159.40594059405942,1.5046728971962617
DP Conway,Rajasthan Royals,84,76,77,10,1,110.5263157894737,1.0909090909090908
DP Conway,Royal Challengers Bengaluru,139,82,83,12,8,169.5121951219512,1.6746987951807228
DP Conway,Sunrisers Hyderabad,162,112,113,20,5,144.64285714285714,1.4336283185840708
DP Nannes,Mumbai Indians,3,11,11,0,0,27.27272727272727,0.2727272727272727
DP Nannes,Sunrisers Hyderabad,1,2,2,0,0,50.0,0.5
DP Vijaykumar,Delhi Capitals,1,1,1,0,0,100.0,1.0
DPMD Jayawardene,Chennai Super Kings,195,147,152,15,9,132.6530612244898,1.2828947368421053
DPMD Jayawardene,Delhi Capitals,120,111,114,13,3,108.10810810810811,1.0526315789473684
DPMD Jayawardene,Kolkata Knight Riders,451,338,355,50,9,133.4319526627219,1.2704225352112677
DPMD Jayawardene,Mumbai Indians,261,201,207,35,2,129.8507462686567,1.2608695652173914
DPMD Jayawardene,Other,53,54,57,9,0,98.14814814814815,0.9298245614035088
DPMD Jayawardene,Punjab Kings,183,157,161,21,3,116.56050955414013,1.1366459627329193
DPMD Jayawardene,Rajasthan Royals,163,151,156,15,4,107.94701986754967,1.044871794871795
DPMD Jayawardene,Royal Challengers Bengaluru,140,134,142,15,1,104.4776119402985,0.9859154929577465
DPMD Jayawardene,Sunrisers Hyderabad,242,171,178,27,9,141.52046783625732,1.3595505617977528
DR Martyn,Royal Challengers Bengaluru,19,24,26,1,0,79.16666666666666,0.7307692307692307
DR Sams,Chennai Super Kings,6,9,10,1,0,66.66666666666666,0.6
DR Sams,Delhi Capitals,10,5,6,0,1,200.0,1.6666666666666667
DR Sams,Gujarat Titans,0,2,2,0,0,0.0,0.0
DR Sams,Kolkata Knight Riders,1,2,2,0,0,50.0,0.5
DR Sams,Lucknow Super Giants,3,7,8,0,0,42.857142857142854,0.375
DR Sams,Mumbai Indians,0,2,2,0,0,0.0,0.0
DR Sams,Punjab Kings,3,4,4,0,0,75.0,0.75
DR Sams,Rajasthan Royals,6,2,2,0,1,300.0,3.0
DR Sams,Sunrisers Hyderabad,15,11,12,0,1,136.36363636363635,1.25
DR Shorey,Mumbai Indians,5,8,11,0,0,62.5,0.45454545454545453
DR Shorey,Royal Challengers Bengaluru,8,9,9,0,1,88.88888888888889,0.8888888888888888
DR Smith,Chennai Super Kings,233,128,131,19,17,182.03125,1.7786259541984732
DR Smith,Delhi Capitals,319,249,251,34,14,128.11244979919678,1.2709163346613546
DR Smith,Kolkata Knight Riders,187,159,164,21,8,117.61006289308176,1.1402439024390243
DR Smith,Mumbai Indians,344,268,273,37,17,128.3582089552239,1.26007326007326
DR Smith,Other,0,1,1,0,0,0.0,0.0
DR Smith,Punjab Kings,249,180,187,25,12,138.33333333333334,1.3315508021390374
DR Smith,Rajasthan Royals,355,258,267,33,16,137.5968992248062,1.3295880149812733
DR Smith,Rising Pune Supergiants,110,68,71,17,2,161.76470588235296,1.5492957746478873
DR Smith,Royal Challengers Bengaluru,275,205,207,26,15,134.14634146341464,1.328502415458937
DR Smith,Sunrisers Hyderabad,313,248,251,33,16,126.20967741935485,1.247011952191235
DS Kulkarni,Chennai Super Kings,38,24,24,2,2,158.33333333333331,1.5833333333333333
DS Kulkarni,Delhi Capitals,1,4,4,0,0,25.0,0.25
DS Kulkarni,Kolkata Knight Riders,3,3,3,0,0,100.0,1.0
DS Kulkarni,Mumbai Indians,6,3,3,1,0,200.0,2.0
DS Kulkarni,Punjab Kings,15,27,28,1,0,55.55555555555556,0.5357142857142857
DS Kulkarni,Rajasthan Royals,1,4,5,0,0,25.0,0.2
DS Kulkarni,Royal Challengers Bengaluru,16,18,19,2,0,88.88888888888889,0.8421052631578947
DS Kulkarni,Sunrisers Hyderabad,24,25,27,1,0,96.0,0.8888888888888888
DS Lehmann,Delhi Capitals,1,2,2,0,0,50.0,0.5
DS Lehmann,Punjab Kings,17,16,17,3,0,106.25,1.0
DS Rathi,Mumbai Indians,1,3,4,0,0,33.33333333333333,0.25
DS Rathi,Royal Challengers Bengaluru,0,3,3,0,0,0.0,0.0
DT Christian,Chennai Super Kings,33,33,33,2,1,100.0,1.0
DT Christian,Delhi Capitals,57,57,59,3,0,100.0,0.9661016949152542
DT Christian,Kolkata Knight Riders,60,40,42,2,5,150.0,1.4285714285714286
DT Christian,Mumbai Indians,101,110,114,4,3,91.81818181818183,0.8859649122807017
DT Christian,Other,50,42,43,3,1,119.04761904761905,1.1627906976744187
DT Christian,Punjab Kings,90,57,58,5,6,157.89473684210526,1.5517241379310345
DT Christian,Rajasthan Royals,55,38,38,3,3,144.73684210526315,1.4473684210526316
DT Christian,Royal Challengers Bengaluru,1,4,4,0,0,25.0,0.25
DT Christian,Sunrisers Hyderabad,13,17,17,1,0,76.47058823529412,0.7647058823529411
DT Patil,Punjab Kings,4,1,1,1,0,400.0,4.0
DT Patil,Rajasthan Royals,9,12,12,0,0,75.0,0.75
DW Steyn,Chennai Super Kings,20,26,26,1,1,76.92307692307693,0.7692307692307693
DW Steyn,Delhi Capitals,19,17,17,2,0,111.76470588235294,1.1176470588235294
DW Steyn,Kolkata Knight Riders,22,18,19,1,1,122.22222222222223,1.1578947368421053
DW Steyn,Mumbai Indians,33,35,36,4,0,94.28571428571428,0.9166666666666666
DW Steyn,Other,15,7,7,2,0,214.28571428571428,2.142857142857143
DW Steyn,Punjab Kings,16,26,26,0,0,61.53846153846154,0.6153846153846154
DW Steyn,Rajasthan Royals,38,25,26,4,1,152.0,1.4615384615384615
DW Steyn,Royal Challengers Bengaluru,3,3,3,0,0,100.0,1.0
DW Steyn,Sunrisers Hyderabad,1,3,3,0,0,33.33333333333333,0.3333333333333333
Dhruv Jurel,Chennai Super Kings,118,67,67,10,7,176.11940298507463,1.7611940298507462
Dhruv Jurel,Delhi Capitals,54,32,32,3,3,168.75,1.6875
Dhruv Jurel,Gujarat Titans,107,64,69,9,6,167.1875,1.5507246376811594
Dhruv Jurel,Kolkata Knight Riders,35,33,33,5,0,106.06060606060606,1.0606060606060606
Dhruv Jurel,Lucknow Super Giants,78,52,54,6,3,150.0,1.4444444444444444
Dhruv Jurel,Mumbai Indians,15,17,17,0,1,88.23529411764706,0.8823529411764706
Dhruv Jurel,Punjab Kings,114,67,69,7,8,170.1492537313433,1.6521739130434783
Dhruv Jurel,Royal Challengers Bengaluru,208,134,141,16,10,155.22388059701493,1.475177304964539
Dhruv Jurel,Sunrisers Hyderabad,127,75,78,12,8,169.33333333333334,1.6282051282051282
E Lewis,Chennai Super Kings,161,110,115,14,8,146.36363636363637,1.4
E Lewis,Delhi Capitals,101,72,76,7,8,140.27777777777777,1.3289473684210527
E Lewis,Gujarat Titans,10,9,9,2,0,111.11111111111111,1.1111111111111112
E Lewis,Kolkata Knight Riders,76,57,58,9,3,133.33333333333331,1.3103448275862069
E Lewis,Mumbai Indians,24,19,20,3,1,126.3157894736842,1.2
E Lewis,Punjab Kings,55,41,43,7,2,134.14634146341464,1.2790697674418605
E Lewis,Rajasthan Royals,60,43,46,4,4,139.53488372093022,1.3043478260869565
E Lewis,Royal Challengers Bengaluru,125,85,90,11,8,147.05882352941177,1.3888888888888888
E Lewis,Sunrisers Hyderabad,42,41,42,5,2,102.4390243902439,1.0
EJG Morgan,Chennai Super Kings,119,123,129,9,4,96.7479674796748,0.9224806201550387
EJG Morgan,Delhi Capitals,161,129,132,13,7,124.8062015503876,1.2196969696969697
EJG Morgan,Kolkata Knight Riders,66,61,61,3,3,108.19672131147541,1.0819672131147542
EJG Morgan,Mumbai Indians,132,131,132,10,5,100.76335877862594,1.0
EJG Morgan,Other,91,78,79,10,2,116.66666666666667,1.1518987341772151
EJG Morgan,Punjab Kings,272,196,199,29,12,138.77551020408163,1.3668341708542713
EJG Morgan,Rajasthan Royals,256,165,175,16,18,155.15151515151516,1.4628571428571429
EJG Morgan,Rising Pune Supergiants,4,6,6,1,0,66.66666666666666,0.6666666666666666
EJG Morgan,Royal Challengers Bengaluru,115,117,118,7,4,98.29059829059828,0.9745762711864406
EJG Morgan,Sunrisers Hyderabad,190,142,150,14,9,133.80281690140845,1.2666666666666666
ER Dwivedi,Royal Challengers Bengaluru,19,9,9,1,2,211.11111111111111,2.111111111111111
ER Dwivedi,Sunrisers Hyderabad,5,5,6,1,0,100.0,0.8333333333333334
F Behardien,Rising Pune Supergiants,5,5,5,1,0,100.0,1.0
F Behardien,Royal Challengers Bengaluru,9,8,8,1,0,112.5,1.125
F du Plessis,Chennai Super Kings,197,126,128,20,8,156.34920634920636,1.5390625
F du Plessis,Delhi Capitals,423,357,366,46,9,118.4873949579832,1.1557377049180328
F du Plessis,Gujarat Titans,165,106,108,21,6,155.66037735849056,1.5277777777777777
F du Plessis,Kolkata Knight Riders,549,405,418,58,15,135.55555555555557,1.313397129186603
F du Plessis,Lucknow Super Giants,267,182,187,23,10,146.7032967032967,1.427807486631016
F du Plessis,Mumbai Indians,568,442,455,43,24,128.50678733031674,1.2483516483516484
F du Plessis,Other,170,124,125,14,8,137.09677419354838,1.36
F du Plessis,Punjab Kings,831,573,592,79,31,145.0261780104712,1.4037162162162162
F du Plessis,Rajasthan Royals,550,418,423,45,20,131.57894736842107,1.3002364066193854
F du Plessis,Royal Challengers Bengaluru,348,290,298,25,14,120.0,1.167785234899329
F du Plessis,Sunrisers Hyderabad,705,492,505,66,29,143.29268292682926,1.396039603960396
FA Allen,Lucknow Super Giants,8,7,7,1,0,114.28571428571428,1.1428571428571428
FA Allen,Rajasthan Royals,0,1,1,0,0,0.0,0.0
FA Allen,Sunrisers Hyderabad,6,11,11,0,0,54.54545454545454,0.5454545454545454
FH Allen,Chennai Super Kings,1,3,3,0,0,33.33333333333333,0.3333333333333333
FH Allen,Lucknow Super Giants,9,8,9,2,0,112.5,1.0
FH Allen,Mumbai Indians,37,17,18,6,2,217.6470588235294,2.0555555555555554
FH Allen,Punjab Kings,6,7,7,1,0,85.71428571428571,0.8571428571428571
FH Allen,Sunrisers Hyderabad,28,7,7,4,2,400.0,4.0
FH Edwards,Mumbai Indians,1,3,3,0,0,33.33333333333333,0.3333333333333333
FH Edwards,Royal Challengers Bengaluru,3,2,2,0,0,150.0,1.5
FY Fazal,Chennai Super Kings,21,23,24,1,0,91.30434782608695,0.875
FY Fazal,Delhi Capitals,0,2,2,0,0,0.0,0.0
FY Fazal,Kolkata Knight Riders,47,40,41,7,0,117.5,1.146341463414634
FY Fazal,Mumbai Indians,10,15,16,1,0,66.66666666666666,0.625
FY Fazal,Other,16,15,15,3,0,106.66666666666667,1.0666666666666667
FY Fazal,Punjab Kings,45,38,40,5,1,118.42105263157893,1.125
